epoch,mAP0.5_0.95,precision,recall,mAP0.5
315,0.9372793,0.922822506,1,0.989697218
316,0.937623943,0.923067328,0.99987007,0.989668072
317,0.914972883,0.999377279,0.916666667,0.988134776
318,0.932733232,0.999980696,0.916666667,0.988155556
319,0.922071049,0.999596235,0.916666667,0.988124786
320,0.937505386,0.958313133,0.957868721,0.988316722
321,0.914378168,0.99950562,0.916666667,0.986835714
322,0.939176363,0.999545612,0.916666667,0.986840431
323,0.933244198,0.958313118,0.957868371,0.988393241
324,0.916714286,0.958190079,0.958333333,0.98847619
325,0.891521842,1,0.958163312,0.991444444
326,0.90635472,1,0.958006268,0.991464646
327,0.927306061,1,0.958006687,0.991464646
328,0.949504781,0.999815605,0.958333333,0.991355556
329,0.889797992,0.999666562,0.958333333,0.991291752
330,0.945717165,0.999771552,0.958333333,0.992582418
331,0.933579941,0.99979051,0.958333333,0.992517136
332,0.936066796,1,0.958270052,0.992435897
333,0.91780747,0.99988072,0.958333333,0.992442557
334,0.964180188,1,0.958162873,0.992429406
335,0.964018209,0.999843008,0.958333333,0.992427279
336,0.940197536,0.999762543,0.958333333,0.992463617
337,0.914480971,0.999938344,0.958333333,0.992494505
338,0.949407636,0.999859455,0.958333333,0.992511312
339,0.945941429,0.999883217,0.958333333,0.992541634
340,0.945984261,0.99945887,0.958333333,0.992728446
341,0.904617769,1,0.958157913,0.992712551
342,0.958305027,0.999584812,0.958333333,0.992723077
343,0.973785923,0.999715862,0.958333333,0.992985024
344,0.947999846,0.923072384,0.999938535,0.990083267
345,0.907907172,0.923016699,1,0.990136476
346,0.919935639,0.922967667,1,0.990136476
347,0.941182572,0.923043063,1,0.99012275
348,0.934607796,0.923067578,1,0.991533006
349,0.909027393,1,0.95821805,0.991755556
350,0.957004348,1,0.958025593,0.991792669
351,0.930202475,1,0.958066973,0.991755556
352,0.954457032,0.923065563,0.999846162,0.991519568
353,0.948834348,0.958331203,0.958284332,0.990284238
354,0.945357418,0.958239366,0.958333333,0.990268199
355,0.9323856,0.958263061,0.958333333,0.990284238
356,0.948846454,0.958291834,0.958333333,0.990193237
357,0.919819182,0.958258834,0.958333333,0.990077008
358,0.918352418,0.923076858,0.999999121,0.991357328
359,0.944133916,0.923076199,0.999990193,0.991347319
360,0.963266114,0.923074492,0.999967082,0.991248146
361,0.932816508,0.923076224,0.999990531,0.991165501
362,0.946465505,0.92307379,0.999957571,0.991309042
363,0.941010624,0.923017825,1,0.99125641
364,0.942338373,0.959902551,1,0.992783607
365,0.92781532,0.959929198,1,0.992911111
366,0.947191435,0.959956376,1,0.992932075
367,0.94541297,0.95999861,0.999965243,0.992932075
368,0.951566455,0.959934527,1,0.992932075
369,0.926306075,0.959999102,0.999977561,0.992861947
370,0.880987589,0.95996601,1,0.992730233
371,0.93309967,0.959998649,0.999966217,0.992639161
372,0.931406565,0.959966567,1,0.992616327
373,0.924697277,0.959944992,1,0.992505882
374,0.932214338,0.959953254,1,0.992545342
375,0.961982627,0.95998949,1,0.992518563
376,0.958021623,0.999246654,1,0.995810811
377,0.928034431,0.998587921,1,0.995769231
378,0.961101836,0.959967097,1,0.994221918
379,0.941582105,1,0.99886406,0.995810811
380,0.936996903,0.99978836,1,0.995810811
381,0.892054983,1,0.999909998,0.9958
382,0.940402504,1,0.999806717,0.995764331
383,0.940835242,1,0.999595253,0.995839161
384,0.962132246,0.99956866,1,0.996034483
385,0.898278305,1,0.99954205,0.996111111
386,0.962157689,0.999717979,1,0.996061947
387,0.962166473,0.999560513,1,0.996071429
388,0.968027596,0.999115607,1,0.996052632
389,0.95418026,0.959976538,1,0.994309091
390,0.97118713,0.95998944,1,0.994344882
391,0.963725087,0.959982135,1,0.994269565
392,0.941295928,0.959979271,1,0.992605369
393,0.934281442,0.959998004,0.999950089,0.992605369
394,0.948780412,0.959997944,0.999948596,0.992675912
395,0.937851452,0.959945489,1,0.992627586
396,0.948351894,0.959999805,0.999995119,0.992682353
397,0.91580101,0.959976499,1,0.992709091
398,0.932541624,0.959999836,0.999995893,0.9927375
399,0.947654227,0.959963074,1,0.992716031
400,0.942518505,0.959968889,1,0.992808403
401,0.938891818,0.959997904,0.999947591,0.992921495
402,0.9511656,0.959993645,1,0.992953846
403,0.964607245,0.959960572,1,0.992932075
404,0.951250272,0.959985415,1,0.992881081
405,0.931480701,0.959998879,0.999971973,0.992911111
406,0.948248182,0.959934609,1,0.992816949
407,0.916899683,0.959960005,1,0.992881081
408,0.95640618,0.959999544,0.999988594,0.992911111
409,0.91129087,0.959996241,0.999906019,0.992843478
410,0.944365792,0.922997879,1,0.991337491
411,0.958421451,0.922965232,1,0.991399267
412,0.930637296,0.922970092,1,0.991347319
413,0.944564713,0.922985126,1,0.991327839
414,0.939727355,0.923014959,1,0.991309042
415,0.940561384,0.959997483,0.999937086,0.992900917
416,0.905038072,0.959998196,0.999954902,0.992976471
417,0.949716288,0.959998078,0.999951951,0.993163636
418,0.927866966,0.959997861,0.999946532,0.993195349
419,0.929278876,0.959974894,1,0.994748315
420,0.942983282,0.959998871,0.999971772,0.994748315
421,0.919733174,0.959964863,1,0.994663158
422,0.93846038,0.959966128,1,0.994718681
423,0.943708334,0.959966496,1,0.994733333
424,0.93683034,0.95999769,0.999942239,0.994863415
425,0.943831061,0.959999783,0.999994569,0.9949
426,0.960484043,0.959999459,0.999986483,0.993318987
427,0.949341759,0.959974191,1,0.993318987
428,0.96108166,0.959994284,1,0.993443836
429,0.940277969,0.959964332,1,0.993421622
430,0.947756869,0.959997636,0.999940907,0.9934
431,0.949151826,0.959999922,0.99999806,0.994938462
432,0.949107008,0.959974552,1,0.9949
433,0.935161922,0.959980443,1,0.994978947
434,0.955266443,0.9599868,1,0.995043836
435,0.955172035,0.959998098,0.999952451,0.994958442
436,0.947682857,0.959990398,1,0.994958442
437,0.961187415,0.959976269,1,0.994811765
438,0.954411212,0.959973608,1,0.994763636
439,0.968925375,0.959946687,1,0.994704348
440,0.955693796,0.959948868,1,0.994690323
441,0.954274875,0.959989817,1,0.994663158
442,0.956997097,0.95999758,1,0.994663158
443,0.949427331,0.959957362,1,0.994676596
444,0.939545141,0.959997486,1,0.994748315
445,0.955136389,0.959999097,0.999977428,0.993263415
446,0.94457523,0.959969074,1,0.993281481
447,0.944597992,0.959999341,0.999983514,0.9933
448,0.955603641,0.959988157,1,0.993281481
449,0.945878334,0.95996691,1,0.993318987
450,0.956307211,0.959998822,0.999970549,0.993338462
451,0.956382897,0.959999272,1,0.9933
452,0.966004978,0.959999614,0.99999034,0.994938462
453,0.941026767,0.959999331,1,0.994938462
454,0.958052925,0.959992608,1,0.994938462
455,0.964071025,0.959971096,1,0.994958442
456,0.966520535,0.959972738,1,0.993443836
457,0.954630363,0.959955294,1,0.993490141
458,0.962965545,0.959986426,1,0.993421622
459,0.952857424,0.959997189,0.999929716,0.9949
460,0.949085428,0.959986638,1,0.994881481
461,0.953605835,0.95998108,1,0.994811765
462,0.965781439,0.959993401,1,0.994763636
463,0.956620455,0.959983444,1,0.994795349
464,0.950330007,0.959997817,0.999945426,0.99477931
465,0.9472,0.959950221,1,0.99477931
466,0.942851881,0.959963274,1,0.994718681
467,0.94380101,0.959968088,1,0.99477931
468,0.938726196,0.959976369,1,0.994718681
469,0.938665127,0.959998508,0.999962705,0.994612121
470,0.950250959,0.959998859,0.999971476,0.99462449
471,0.943330879,0.959963304,1,0.994718681
472,0.942453992,0.959989512,1,0.994690323
473,0.934816765,0.959987809,1,0.994704348
474,0.942490543,0.959966598,1,0.994718681
475,0.961011844,0.959998991,0.999974775,0.994733333
476,0.930190572,0.959953255,1,0.994733333
477,0.955587382,0.959998392,0.999959796,0.993148315
478,0.944210695,0.959998143,0.99995357,0.993163636
479,0.937331021,0.959927444,1,0.993148315
480,0.951024472,0.959967561,1,0.993118681
481,0.960665639,0.959929637,1,0.993133333
482,0.951041546,0.959999798,0.999994949,0.993133333
483,0.951024472,0.959965045,1,0.993118681
484,0.940954456,0.959951235,1,0.993211765
485,0.941847647,0.959922446,1,0.993281481
486,0.943103411,0.959929607,1,0.993338462
487,0.939026503,0.959976158,1,0.993338462
488,0.944221767,0.95994169,1,0.993318987
489,0.940097344,0.959925752,1,0.993281481
490,0.948364353,0.959979244,1,0.993195349
491,0.949315418,0.959979215,1,0.993118681
492,0.952430857,0.959957249,1,0.994690323
493,0.941232777,0.95998427,1,0.99462449
494,0.942125431,0.9599984,0.999959988,0.994576471
495,0.948665944,0.959981313,1,0.994521495
496,0.953354143,0.959971944,1,0.99462449
497,0.939314478,0.959995646,1,0.994612121
498,0.957586754,0.959995646,1,0.994637113
499,0.957270277,0.959972708,1,0.994676596
