epoch,mAP0.5_0.95,precision,recall,mAP0.5
214,0.536467135,0.903513805,0.852808263,0.886625604
215,0.533401978,0.933276399,0.82171425,0.88013187
216,0.529876605,0.920090606,0.840542285,0.883629934
217,0.525491402,0.919685891,0.850147199,0.884025229
218,0.529946572,0.913941414,0.850225952,0.887506057
219,0.528419087,0.921068526,0.843739433,0.888168042
220,0.526549504,0.928315682,0.830858618,0.883033189
221,0.519544188,0.920687301,0.824348235,0.875893986
222,0.538590782,0.933759811,0.846340555,0.888424056
223,0.538051541,0.945021305,0.822466107,0.887451237
224,0.515444566,0.909595887,0.831416956,0.875847425
225,0.53315866,0.927889674,0.815364751,0.879248435
226,0.530529834,0.922682703,0.816639105,0.880388669
227,0.540724419,0.920847093,0.848934797,0.892870865
228,0.543324684,0.943113492,0.826339574,0.891207355
229,0.537690803,0.906521443,0.851439117,0.888033354
230,0.547345052,0.926614211,0.841187863,0.887276626
231,0.546181714,0.934672842,0.836023241,0.882908888
232,0.540653422,0.925792657,0.837959974,0.883345952
233,0.530573984,0.93009172,0.833139143,0.88112509
234,0.537621307,0.934353904,0.826977311,0.881681098
235,0.534610049,0.933211736,0.830213041,0.882464331
236,0.549531603,0.946199723,0.828838228,0.886187265
237,0.537377073,0.933178078,0.822466107,0.881295682
238,0.52796581,0.905458645,0.834697593,0.874479311
239,0.481460544,0.923628092,0.774693351,0.842055999
240,0.526801545,0.893085134,0.835862977,0.874361404
241,0.550103295,0.935499111,0.835377663,0.889221468
242,0.551193044,0.910688993,0.868935655,0.897554121
243,0.544820293,0.938166097,0.834086507,0.886963064
244,0.540709845,0.920590902,0.830745529,0.87690365
245,0.540062641,0.926598167,0.831504196,0.880644344
246,0.544440073,0.944627258,0.826339574,0.88943235
247,0.550580565,0.926004036,0.848286837,0.894221469
248,0.549361032,0.925999846,0.849580374,0.891845843
249,0.536363337,0.92836296,0.828254788,0.878710041
250,0.546719712,0.930202581,0.84506133,0.884735394
251,0.546159376,0.910070098,0.856036152,0.88355262
252,0.551340376,0.940907749,0.832626364,0.889493039
253,0.544939328,0.920980964,0.836668819,0.885835699
254,0.550170575,0.917417483,0.853442846,0.890236389
255,0.547679901,0.924415254,0.852717767,0.889810357
256,0.552095523,0.914569555,0.865719819,0.889588079
257,0.549726238,0.921527294,0.856676,0.889660512
258,0.554015655,0.94207152,0.829406553,0.887161778
259,0.553976733,0.947441774,0.826985152,0.887221332
260,0.554498862,0.937806457,0.839896708,0.886825288
261,0.554081638,0.92769701,0.853170364,0.889262056
262,0.547004735,0.923489547,0.854099419,0.888390275
263,0.542986682,0.930000096,0.841833441,0.885635799
264,0.551347804,0.937179255,0.838605552,0.890489805
265,0.546213974,0.915910038,0.850829675,0.887196853
266,0.556475344,0.933564772,0.844415752,0.889333864
267,0.55133639,0.937006653,0.837314396,0.888416903
268,0.557061363,0.942724607,0.828819547,0.889587738
269,0.550677667,0.934699151,0.83344093,0.881787662
270,0.553872109,0.924873649,0.843770174,0.88630854
271,0.548183163,0.937582038,0.833962971,0.881750318
272,0.542512455,0.945723243,0.821148349,0.879251225
273,0.524683118,0.909611333,0.81208314,0.862608583
274,0.532019456,0.925842531,0.814052086,0.87013708
275,0.561817042,0.932847214,0.835377663,0.885854706
276,0.560009702,0.941255719,0.838605552,0.893775393
277,0.555806704,0.935674953,0.846352485,0.889661312
278,0.543457267,0.939940639,0.838583668,0.891184983
279,0.555697945,0.926314636,0.852148292,0.889891247
280,0.560730833,0.950877767,0.837278596,0.89039921
281,0.553936727,0.924719484,0.848934797,0.886594544
282,0.558316366,0.927176111,0.855390575,0.894663728
283,0.561159312,0.938038126,0.840510199,0.891041122
284,0.530317681,0.948018352,0.816010329,0.874811139
285,0.553570164,0.938466788,0.837314396,0.885911189
286,0.551715913,0.934623891,0.83986174,0.88553202
287,0.563358108,0.954208866,0.838605552,0.895183783
288,0.55828814,0.938894811,0.854099419,0.896412078
289,0.55737954,0.943484726,0.841187863,0.893158818
290,0.561546397,0.946101809,0.838579029,0.892297254
291,0.564648293,0.954209559,0.834082889,0.890756261
292,0.566865871,0.949337242,0.846795149,0.892161863
293,0.565824652,0.951325693,0.832764075,0.891001953
294,0.550729638,0.938146652,0.842479019,0.88565655
295,0.54528752,0.948079077,0.81339191,0.880257801
296,0.554385161,0.936998415,0.835324529,0.887208278
297,0.551581757,0.918231634,0.848289219,0.888853048
298,0.558053538,0.924833302,0.857848035,0.892739437
299,0.56186108,0.940028736,0.830858618,0.886870023
300,0.559369455,0.946506623,0.822440951,0.884553571
301,0.559510838,0.932347907,0.837314396,0.887221341
302,0.567989036,0.950326096,0.828921885,0.892460707
303,0.565670216,0.923513933,0.859909619,0.890820139
304,0.569246385,0.939791689,0.846998063,0.891395606
305,0.567146675,0.950965332,0.82633085,0.88928112
306,0.561409672,0.942415369,0.834663585,0.892422255
307,0.564513256,0.941387066,0.839862869,0.894436351
308,0.565502224,0.937360051,0.84047133,0.894497591
309,0.563751403,0.949044314,0.841833441,0.893423257
310,0.56423632,0.938651987,0.849476104,0.891880234
311,0.564465726,0.937933603,0.848934797,0.895811814
312,0.562813698,0.951125843,0.841748047,0.89305673
313,0.565904687,0.944807904,0.841833441,0.893972872
314,0.570708402,0.948359404,0.841760741,0.891878211
315,0.571384371,0.957360165,0.832149774,0.890011921
316,0.572352663,0.953605895,0.835978813,0.890432349
317,0.562442295,0.953777619,0.826985152,0.890395646
318,0.569222997,0.935437523,0.841832518,0.893018229
319,0.567463716,0.936749385,0.843770174,0.891440883
320,0.568770548,0.936873177,0.852808263,0.893424404
321,0.569751207,0.935015077,0.8545598,0.892963871
322,0.571689061,0.93440902,0.846998063,0.88992283
323,0.575025828,0.926612217,0.85668173,0.893352741
324,0.572231857,0.941756273,0.845518303,0.894287987
325,0.575588315,0.943098421,0.845706908,0.895261065
326,0.574258267,0.947405116,0.837285007,0.893644528
327,0.572796624,0.934859322,0.843109475,0.890287605
328,0.574791542,0.922909384,0.858618464,0.891520811
329,0.576557796,0.940357692,0.846352485,0.897266538
330,0.568859476,0.934608188,0.84887284,0.892307293
331,0.576678871,0.943543862,0.84506133,0.896015209
332,0.576298505,0.939266839,0.848654012,0.896397454
333,0.575829,0.929236234,0.848289219,0.893998493
334,0.575145915,0.93612263,0.843124597,0.891253185
335,0.580554826,0.94667149,0.836587394,0.892807955
336,0.579568303,0.934644667,0.851517108,0.891743093
337,0.580058096,0.944964924,0.842438702,0.896403811
338,0.571421622,0.940318281,0.834732085,0.891750092
339,0.555985312,0.934253885,0.82563089,0.882137901
340,0.56742629,0.939278503,0.828855093,0.888701751
341,0.580728306,0.927466849,0.858506933,0.89355592
342,0.574567905,0.936009851,0.840438459,0.889438903
343,0.570468278,0.940315724,0.844415752,0.891047452
344,0.571512681,0.934939421,0.844415752,0.891208736
345,0.581203433,0.924613531,0.8630619,0.89762521
346,0.582250618,0.934818875,0.851808739,0.8904789
347,0.57897423,0.915461888,0.859887087,0.89006096
348,0.575739748,0.928750643,0.850225952,0.889763077
349,0.578200145,0.947210801,0.834732085,0.891592682
350,0.582013143,0.9249329,0.852162686,0.892052567
351,0.583798692,0.930429759,0.855390575,0.89544867
352,0.579077716,0.931936766,0.848934797,0.894680788
353,0.578988068,0.948249117,0.840542285,0.896604182
354,0.58073612,0.948198506,0.850820752,0.896852222
355,0.580170011,0.946483488,0.844900549,0.894661707
356,0.573235088,0.927508294,0.850776176,0.893201764
357,0.576404617,0.938066813,0.850703512,0.89256308
358,0.581203949,0.937467349,0.852808263,0.894300955
359,0.577606827,0.93898411,0.854744997,0.892793873
360,0.578423576,0.949126588,0.843101583,0.893458086
361,0.583045801,0.936757739,0.851056781,0.894430923
362,0.583928868,0.947450073,0.840542285,0.895857693
363,0.582950577,0.943841879,0.846310789,0.895502426
364,0.579970705,0.945805084,0.844992718,0.895499587
365,0.575525446,0.944555688,0.837959974,0.892194611
366,0.577708863,0.938388467,0.845706908,0.89423981
367,0.576304139,0.93673869,0.841833441,0.893212418
368,0.574489277,0.95434147,0.836608289,0.895021089
369,0.581425763,0.946072726,0.83925113,0.891354732
370,0.586350842,0.942215881,0.853453841,0.893932146
371,0.585441065,0.939341942,0.850225952,0.894596928
372,0.578801925,0.952798057,0.83400675,0.895241969
373,0.586398129,0.947402367,0.837959974,0.893652207
374,0.586482848,0.924527017,0.863137508,0.897029205
375,0.585757755,0.921378627,0.862483803,0.894505133
376,0.58486038,0.933755528,0.855381756,0.893866413
377,0.584904212,0.936785963,0.851462367,0.896135835
378,0.583604987,0.941984081,0.838561609,0.897078128
379,0.582100978,0.932100454,0.850776904,0.892553339
380,0.584131949,0.926966168,0.852161124,0.892783154
381,0.585354799,0.926772263,0.857972886,0.893885269
382,0.583758026,0.932372364,0.848934797,0.893390979
383,0.584107691,0.929427673,0.850216932,0.890448691
384,0.583410125,0.955520599,0.832110447,0.890938503
385,0.587475193,0.937092962,0.846281239,0.891864208
386,0.582881358,0.936902909,0.843561121,0.894746061
387,0.581749379,0.917635343,0.863095948,0.895446554
388,0.57883676,0.922862992,0.857326015,0.893374244
389,0.580180664,0.947842585,0.83344093,0.889664251
390,0.582531299,0.940027287,0.839872668,0.893188693
391,0.583301354,0.927808888,0.846298496,0.893620598
392,0.585102155,0.946061938,0.837923847,0.892843855
393,0.583672521,0.935816383,0.847643641,0.892599853
394,0.583134158,0.939860983,0.847491218,0.893989431
395,0.586504267,0.946295549,0.841776573,0.89344288
396,0.586968016,0.932055134,0.850168076,0.894151362
397,0.588896347,0.927613666,0.852162686,0.894962891
398,0.592406266,0.929114188,0.8546332,0.896352469
399,0.591552952,0.937689825,0.846352485,0.897367203
400,0.590364463,0.952148775,0.835377663,0.89283436
401,0.586763832,0.913304896,0.86372111,0.894564586
402,0.590014301,0.925941862,0.856036152,0.89481171
403,0.585473644,0.927917392,0.855982031,0.894203683
404,0.585542289,0.940860383,0.844415752,0.890749268
405,0.588018556,0.936834373,0.852158916,0.893210411
406,0.588676203,0.936167226,0.852120122,0.895674452
407,0.591089719,0.935804929,0.846983098,0.896438366
408,0.587595454,0.934146973,0.852162686,0.896720247
409,0.58758548,0.940835049,0.852070793,0.897773828
410,0.586520457,0.93515583,0.857327308,0.897281773
411,0.583802792,0.928019393,0.85728923,0.893831773
412,0.585980593,0.928770981,0.850201052,0.89355534
413,0.586407658,0.931495443,0.851494016,0.89316167
414,0.585270604,0.938030419,0.850170862,0.893345725
415,0.587582392,0.952918483,0.840542285,0.893021454
416,0.59010167,0.930666709,0.857899001,0.890612334
417,0.589193855,0.931152466,0.856036152,0.893097618
418,0.5874234,0.926930822,0.859906016,0.894798716
419,0.584710986,0.930910592,0.852808263,0.893272383
420,0.585548477,0.937162892,0.848289219,0.893097419
421,0.586939992,0.936305454,0.854095434,0.894543741
422,0.587299247,0.935594962,0.853410582,0.89455269
423,0.589135186,0.94755784,0.841833441,0.890922895
424,0.58956917,0.943758064,0.844974542,0.889550964
425,0.589148415,0.935354401,0.85087153,0.890270278
426,0.590218215,0.933003018,0.854082845,0.893167149
427,0.590805054,0.944364772,0.844415752,0.893740708
428,0.589120042,0.94427883,0.842401939,0.892996078
429,0.587596455,0.944705052,0.841833441,0.893009329
430,0.587352648,0.945331593,0.844415752,0.894373586
431,0.586793314,0.933182676,0.85668173,0.89430086
432,0.586486842,0.933035941,0.854744997,0.892111392
433,0.587815962,0.936526932,0.857327308,0.89465092
434,0.588741566,0.941932394,0.848241334,0.893161127
435,0.592142942,0.934910242,0.853453841,0.893974483
436,0.59384981,0.937493253,0.852808263,0.895196106
437,0.591079008,0.942350039,0.844415752,0.893910941
438,0.590867401,0.92541084,0.857972886,0.894554502
439,0.591594952,0.9343332,0.85087153,0.894460608
440,0.591921114,0.941682934,0.844389149,0.893591993
441,0.591063807,0.927043957,0.854099419,0.893388414
442,0.592901886,0.936923708,0.844415752,0.891882967
443,0.591810294,0.932106636,0.851517108,0.893138464
444,0.593234617,0.926279561,0.85668173,0.895313542
445,0.595227929,0.949856113,0.84506133,0.897124924
446,0.595724225,0.949150147,0.844415752,0.898754325
447,0.592749519,0.947782247,0.843667856,0.897995583
448,0.593536511,0.929958309,0.857327308,0.897096657
449,0.593333273,0.936886368,0.853453841,0.895536194
450,0.594335309,0.93665308,0.859909619,0.897086377
451,0.594735096,0.929893382,0.857327308,0.896252079
452,0.594443463,0.942985511,0.843520247,0.897310774
453,0.594935843,0.936112899,0.851517108,0.898123208
454,0.595535996,0.934213252,0.853453841,0.89785612
455,0.596468172,0.936301882,0.854044314,0.898795123
456,0.597568707,0.930696787,0.859264041,0.897184779
457,0.59758837,0.946120608,0.850224592,0.89573737
458,0.594376185,0.951149662,0.843770174,0.895753088
459,0.595674743,0.9459258,0.846987138,0.895623601
460,0.596780379,0.946511424,0.845706908,0.893965644
461,0.596304655,0.941340438,0.849580374,0.89570244
462,0.595742789,0.934215804,0.852808263,0.895079804
463,0.595282375,0.948449777,0.839896708,0.893962141
464,0.595604496,0.947078945,0.843770174,0.894149234
465,0.595252476,0.936900533,0.854099419,0.895928009
466,0.595272896,0.938920176,0.853449702,0.895868053
467,0.594772688,0.952991037,0.840542285,0.894221363
468,0.593218001,0.94397643,0.850225952,0.896605962
469,0.593179477,0.94701129,0.843770174,0.893937747
470,0.593395984,0.945043718,0.843716897,0.892966963
471,0.592348855,0.945758798,0.844415752,0.893600189
472,0.591498086,0.941090742,0.845688436,0.892469373
473,0.593222871,0.942784172,0.843770174,0.893239209
474,0.59493357,0.935421735,0.851517108,0.891977032
475,0.596647685,0.946281762,0.841833441,0.891677235
476,0.596559239,0.942938193,0.843124597,0.892585455
477,0.598289904,0.9256526,0.860555197,0.893387366
478,0.597998772,0.943244813,0.847607041,0.894703525
479,0.595944553,0.938166131,0.852808263,0.891697359
480,0.594869176,0.943246924,0.847640436,0.8922177
481,0.595940927,0.935879591,0.848934797,0.892129471
482,0.596401539,0.940318593,0.844415752,0.891167303
483,0.595852638,0.94062814,0.848914579,0.892288849
484,0.596768471,0.936181671,0.852808263,0.895307191
485,0.595880992,0.936113649,0.851356844,0.894988697
486,0.594842152,0.938642252,0.850225952,0.895995821
487,0.594311053,0.929760663,0.854744997,0.893152723
488,0.595067711,0.934561001,0.849580374,0.892981671
489,0.592815082,0.93235036,0.854744997,0.892381275
490,0.594202619,0.93418139,0.85214606,0.889901599
491,0.595351286,0.918350568,0.865074241,0.889615621
492,0.595568038,0.945758208,0.844415752,0.88978607
493,0.595039561,0.939411013,0.850803922,0.890181912
494,0.594213972,0.947049656,0.842898849,0.890541178
495,0.594541939,0.930494091,0.85668173,0.891214723
496,0.596304456,0.931775011,0.855239875,0.893440687
497,0.597016324,0.928472023,0.863134923,0.892400923
498,0.59796387,0.936922576,0.85343088,0.891537439
499,0.598577037,0.935779776,0.856035569,0.894583052
